Coindcx_name,Base_currency_short_name,Target_currency_short_name,Target_currency_name,Base_currency_name,Min_quantity,Max_quantity,Min_price,Max_price,Min_notional,Base_currency_precision,Target_currency_precision,Step,order_types,Symbol,Ecode,Max_leverage,Max_leverage_short,Pair,Status
TRIASUSDT,USDT,TRIAS,Trias Token (new),Tether,0.1,99999999.0,1.3849866666666666,12.46488,1e-06,5,4,0.0001,"['market_order', 'limit_order']",TRIASUSDT,KC,,,KC-TRIAS_USDT,active
OPUSDT,USDT,OP,Optimism,Tether,0.01,92141578.0,0.4456,11.14,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OPUSDT,B,,,B-OP_USDT,active
SANTOSBTC,BTC,SANTOS,Santos FC Fan Token,Bitcoin,0.01,92141578.0,3.2694e-05,0.00081735,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SANTOSBTC,B,,,B-SANTOS_BTC,active
NAKAUSDT,USDT,NAKA,Nakamoto Games,Tether,0.1,99999999.0,0.43166666666666664,3.885,1e-06,5,4,0.0001,"['market_order', 'limit_order']",NAKAUSDT,KC,,,KC-NAKA_USDT,active
MYRIAUSDT,USDT,MYRIA,Myria,Tether,0.1,99999999.0,0.001528333333333333,0.013755,1e-07,6,4,0.0001,"['market_order', 'limit_order']",MYRIAUSDT,KC,,,KC-MYRIA_USDT,active
ERTHAUSDT,USDT,ERTHA,Ertha,Tether,0.1,99999999.0,0.000632666666666667,0.005694,1e-07,6,4,0.0001,"['market_order', 'limit_order']",ERTHAUSDT,KC,,,KC-ERTHA_USDT,active
CHADUSDT,USDT,CHAD,Chad Coin,Tether,1.0,88261253309.0,3.03333333333e-07,2.73e-06,10.0,8,2,0.01,['limit_order'],CHADUSDT,H,,,H-CHAD_USDT,active
BOBUSDT,USDT,BOB,BOB,Tether,1.0,6775067750.0,2.063333333333e-06,1.857e-05,10.0,8,2,0.01,['limit_order'],BOBUSDT,H,,,H-BOB_USDT,active
STEEMUSDT,USDT,STEEM,STEEM,Tether,0.1,92141578.0,0.0001,1000.0,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",STEEMUSDT,B,,,B-STEEM_USDT,active
MMUSDT,USDT,MM,MetaMecha,Tether,0.1,99999999.0,0.000636666666666667,0.00573,1e-06,5,4,0.0001,"['market_order', 'limit_order']",MMUSDT,KC,,,KC-MM_USDT,active
FTUSDT,USDT,FT,Fracton Protocol,Tether,0.1,99999999.0,0.5665333333333333,5.0988,1e-05,4,4,0.0001,"['market_order', 'limit_order']",FTUSDT,KC,,,KC-FT_USDT,active
CSPRUSDT,USDT,CSPR,Casper,Tether,0.1,99999999.0,0.012366666666666666,0.1113,1e-06,5,4,0.0001,"['market_order', 'limit_order']",CSPRUSDT,KC,,,KC-CSPR_USDT,active
GMEEUSDT,USDT,GMEE,GAMEE,Tether,0.01,7923930.0,0.010401,0.093609,10.0,6,4,0.0001,['limit_order'],GMEEUSDT,H,,,H-GMEE_USDT,active
FITFIUSDT,USDT,FITFI,Step App,Tether,0.01,4317789.0,0.001610666666666667,0.014496,10.0,6,4,0.0001,['limit_order'],FITFIUSDT,H,,,H-FITFI_USDT,active
DCUSDT,USDT,DC,Dogechain,Tether,1.0,325203252.0,0.000258666666666667,0.002328,10.0,6,4,0.0001,['limit_order'],DCUSDT,H,,,H-DC_USDT,active
SPRTUSDT,USDT,SPRT,Sportium,Tether,0.001,526315.0,0.000142,0.001278,10.0,6,4,0.0001,['limit_order'],SPRTUSDT,H,,,H-SPRT_USDT,active
GRVUSDT,USDT,GRV,Grove Coin,Tether,1.0,156250000.0,0.05806666666666667,0.5226,10.0,4,4,0.0001,['limit_order'],GRVUSDT,H,,,H-GRV_USDT,active
TDXUSDT,USDT,TDX,Tidex Token,Tether,0.01,3793626.0,0.010033333333333333,0.0903,10.0,4,4,0.0001,['limit_order'],TDXUSDT,H,,,H-TDX_USDT,active
AZEROUSDT,USDT,AZERO,Aleph Zero,Tether,0.01,1447596.0,0.34673333333333334,3.1206,10.0,4,4,0.0001,['limit_order'],AZEROUSDT,H,,,H-AZERO_USDT,active
BONEUSDT,USDT,BONE,Bone ShibaSwap,Tether,0.01,465116.0,0.22906666666666667,2.0616,10.0,4,4,0.0001,['limit_order'],BONEUSDT,H,,,H-BONE_USDT,active
STETHETH,ETH,STETH,Lido Staked ETH,Ethereum,0.0001,951.0,0.3323333333333333,2.991,0.01,4,4,0.0001,['limit_order'],STETHETH,H,,,H-STETH_ETH,active
RSS3USDT,USDT,RSS3,RSS3,Tether,0.01,1666666.0,0.046566666666666666,0.4191,10.0,4,4,0.0001,['limit_order'],RSS3USDT,H,,,H-RSS3_USDT,active
DFXUSDT,USDT,DFX,DFX Finance,Tether,0.1,1992825.0,0.046233333333333335,0.4161,10.0,4,4,0.0001,['limit_order'],DFXUSDT,H,,,H-DFX_USDT,active
MPLXUSDT,USDT,MPLX,Metaplex,Tether,0.1,2857142.0,0.0166,0.1494,10.0,4,4,0.0001,['limit_order'],MPLXUSDT,H,,,H-MPLX_USDT,active
CFXBTC,BTC,CFX,Conflux,Bitcoin,1.0,90000000.0,2.616e-06,6.54e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CFXBTC,B,,,B-CFX_BTC,active
MDTUSDT,USDT,MDT,Measurable Data Token,Tether,0.1,9000000.0,0.011548,0.2887,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MDTUSDT,B,0.0,0.0,B-MDT_USDT,active
HNTUSDT,USDT,HNT,Helium,Tether,0.1,99999999.0,0.6636666666666666,5.973,0.0001,3,4,0.0001,"['market_order', 'limit_order']",HNTUSDT,KC,,,KC-HNT_USDT,active
ZPAYUSDT,USDT,ZPAY,ZoidPay,Tether,0.1,99999999.0,0.003493333333333333,0.03144,1e-06,5,4,0.0001,"['market_order', 'limit_order']",ZPAYUSDT,KC,,,KC-ZPAY_USDT,active
WLKNUSDT,USDT,WLKN,Walken,Tether,0.1,99999999.0,0.001612333333333333,0.014511,1e-07,6,4,0.0001,"['market_order', 'limit_order']",WLKNUSDT,KC,,,KC-WLKN_USDT,active
DAPPXUSDT,USDT,DAPPX,dAppstore,Tether,0.1,99999999.0,0.000455333333333333,0.004098,1e-07,6,4,0.0001,"['market_order', 'limit_order']",DAPPXUSDT,KC,,,KC-DAPPX_USDT,active
SYLOUSDT,USDT,SYLO,Sylo,Tether,1.0,343760742.0,0.000429,0.003861,10.0,6,4,0.0001,['limit_order'],SYLOUSDT,H,,,H-SYLO_USDT,active
USDDUSDT,USDT,USDD,USDD,Tether,0.01,1004722.0,0.33276666666666666,2.9949,10.0,5,4,0.0001,['limit_order'],USDDUSDT,H,,,H-USDD_USDT,active
VOLTUSDT,USDT,VOLT,Volt Inu V2,Tether,1.0,709219858156.0,1.09766666667e-07,9.879e-07,10.0,10,2,0.01,['limit_order'],VOLTUSDT,H,,,H-VOLT_USDT,active
ARBTC,BTC,AR,Arweave,Bitcoin,0.01,100000.0,5.612e-05,0.001403,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARBTC,B,,,B-AR_BTC,active
DOSEUSDT,USDT,DOSE,DOSE,Tether,0.01,7320644.0,0.000872,0.007848,10.0,6,4,0.0001,['limit_order'],DOSEUSDT,H,,,H-DOSE_USDT,active
LITHUSDT,USDT,LITH,Lithium,Tether,0.1,31877590.0,0.000176,0.001584,10.0,6,4,0.0001,['limit_order'],LITHUSDT,H,,,H-LITH_USDT,active
QNTBTC,BTC,QNT,Quant,Bitcoin,0.001,92141578.0,0.0008178,0.020445,0.0001,6,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",QNTBTC,B,,,B-QNT_BTC,active
MEMEUSDT,USDT,MEME,Memecoin,Tether,1.0,913205152.0,1e-06,100.0,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MEMEUSDT,B,,,B-MEME_USDT,active
ZEDUSDT,USDT,ZED,ZED RUN,Tether,0.1,5000000.0,0.007966666666666667,0.0717,10.0,6,4,0.0001,['limit_order'],ZEDUSDT,H,,,H-ZED_USDT,active
CRTSUSDT,USDT,CRTS,Cratos,Tether,1.0,1584534938.0,5.94e-05,0.0005346,10.0,8,2,0.01,['limit_order'],CRTSUSDT,H,,,H-CRTS_USDT,active
SEANUSDT,USDT,SEAN,Starfish Finance,Tether,1.0,25000000.0,0.000787,0.007083,10.0,6,4,0.0001,['limit_order'],SEANUSDT,H,,,H-SEAN_USDT,active
ADXUSDT,USDT,ADX,Ambire AdEx,Tether,1.0,92141578.0,0.0001,1000.0,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ADXUSDT,B,,,B-ADX_USDT,active
HIPENGUINSUSDT,USDT,HIPENGUINS,hiPENGUINS,Tether,0.1,99999999.0,0.003452666666666667,0.031074,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIPENGUINSUSDT,KC,,,KC-HIPENGUINS_USDT,active
OUSDUSDT,USDT,OUSD,Origin Dollar,Tether,0.1,99999999.0,0.33226666666666665,2.9904,1e-05,4,4,0.0001,"['market_order', 'limit_order']",OUSDUSDT,KC,,,KC-OUSD_USDT,active
UNOUSDT,USDT,UNO,Uno Re,Tether,0.1,99999999.0,0.017936666666666667,0.16143,1e-06,5,4,0.0001,"['market_order', 'limit_order']",UNOUSDT,KC,,,KC-UNO_USDT,active
SEIUSDT,USDT,SEI,Sei,Tether,0.1,92141578.0,0.0001,1000.0,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SEIUSDT,B,,,B-SEI_USDT,active
MOOVUSDT,USDT,MOOV,Dotmoovs,Tether,0.1,27510316.0,0.001497,0.013473,10.0,6,4,0.0001,['limit_order'],MOOVUSDT,H,,,H-MOOV_USDT,active
BBFUSDT,USDT,BBF,Bubblefong,Tether,0.0001,31585.0,0.0204,0.1836,10.0,4,4,0.0001,['limit_order'],BBFUSDT,H,,,H-BBF_USDT,active
SCRTBTC,BTC,SCRT,Secret Network,Bitcoin,0.1,90000000.0,4.518e-06,0.00011295,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SCRTBTC,B,0.0,0.0,B-SCRT_BTC,active
PAXGBNB,BNB,PAXG,PAX Gold,Binance Coin,0.0001,900000.0,1.2708,31.77,0.05,3,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PAXGBNB,B,,,B-PAXG_BNB,active
SEIBTC,BTC,SEI,Sei,Bitcoin,0.1,92141578.0,1e-08,1000.0,0.001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SEIBTC,B,,,B-SEI_BTC,active
JASMYUSDT,USDT,JASMY,JasmyCoin,Tether,0.1,92141578.0,0.0011856,0.02964,10.0,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",JASMYUSDT,B,,,B-JASMY_USDT,active
SEIBNB,BNB,SEI,Sei,Binance Coin,0.1,92141578.0,1e-07,1000.0,0.1,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SEIBNB,B,,,B-SEI_BNB,active
KCSUSDT,USDT,KCS,KuCoin Token,Tether,0.1,99999999.0,2.0606666666666666,18.546,0.0001,4,4,0.0001,"['market_order', 'limit_order']",KCSUSDT,KC,,,KC-KCS_USDT,active
BIGTIMEUSDT,USDT,BIGTIME,Big Time,Tether,0.1,99999999.0,0.055573333333333336,0.50016,1e-06,5,4,0.0001,"['market_order', 'limit_order']",BIGTIMEUSDT,KC,,,KC-BIGTIME_USDT,active
HIMAYCUSDT,USDT,HIMAYC,hiMAYC,Tether,0.1,99999999.0,0.00381,0.03429,1e-06,5,4,0.0001,"['market_order', 'limit_order']",HIMAYCUSDT,KC,,,KC-HIMAYC_USDT,active
XCADUSDT,USDT,XCAD,XCAD Network,Tether,0.1,99999999.0,0.2700666666666667,2.4306,1e-05,4,4,0.0001,"['market_order', 'limit_order']",XCADUSDT,KC,,,KC-XCAD_USDT,active
HIBIRDSUSDT,USDT,HIBIRDS,hiMOONBIRDS,Tether,0.1,99999999.0,0.001683,0.015147,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIBIRDSUSDT,KC,,,KC-HIBIRDS_USDT,active
BRWLUSDT,USDT,BRWL,Blockchain Brawlers,Tether,0.01,3000000.0,0.001620333333333333,0.014583,10.0,6,4,0.0001,['limit_order'],BRWLUSDT,H,,,H-BRWL_USDT,active
GALUSDT,USDT,GAL,Galxe,Tether,0.001,92141578.0,0.4104,10.26,10.0,3,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GALUSDT,B,,,B-GAL_USDT,active
ACAUSDT,USDT,ACA,Acala,Tether,0.01,92141578.0,0.02048,0.512,10.0,4,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ACAUSDT,B,0.0,0.0,B-ACA_USDT,active
AGIXBTC,BTC,AGIX,SingularityNET,Bitcoin,1.0,92141578.0,2.604e-06,6.51e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AGIXBTC,B,,,B-AGIX_BTC,active
FOTAUSDT,USDT,FOTA,FOTA - Fight Of The Ages,Tether,0.01,5882352.0,0.00105,0.00945,10.0,5,4,0.0001,['limit_order'],FOTAUSDT,H,,,H-FOTA_USDT,active
GRTETH,ETH,GRT,The Graph,Ethereum,1.0,90000000.0,1.542e-05,0.0003855,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GRTETH,B,,,B-GRT_ETH,active
OGUSDT,USDT,OG,OG Fan Token,Tether,0.1,90000.0,1.8149999999999997,45.37499999999999,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OGUSDT,B,,,B-OG_USDT,active
MUSKUSDT,USDT,MUSK,Musk Dao,Tether,1.0,3809233582.0,6.3973333333333e-05,0.00057576,10.0,8,2,0.01,['limit_order'],MUSKUSDT,H,,,H-MUSK_USDT,active
LBPUSDT,USDT,LBP,Launchblock.com,Tether,0.1,66666666.0,3.79e-05,0.0003411,10.0,7,4,0.0001,['limit_order'],LBPUSDT,H,,,H-LBP_USDT,active
SCRTUSDT,USDT,SCRT,Secret Network,Tether,0.1,92141578.0,0.001,1000.0,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SCRTUSDT,B,,,B-SCRT_USDT,active
HISAND33USDT,USDT,HISAND33,hiSAND33,Tether,0.1,99999999.0,0.002143333333333333,0.01929,1e-06,5,4,0.0001,"['market_order', 'limit_order']",HISAND33USDT,KC,,,KC-HISAND33_USDT,active
TLOSBTC,BTC,TLOS,Telos,Bitcoin,1e-06,99999999.0,7.23666666667e-07,6.513e-06,1e-15,9,4,0.0001,"['market_order', 'limit_order']",TLOSBTC,KC,,,KC-TLOS_BTC,active
ARKUSDT,USDT,ARK,Ark,Tether,1.0,92141578.0,0.0001,1000.0,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARKUSDT,B,,,B-ARK_USDT,active
NXRAUSDT,USDT,NXRA,AllianceBlock Nexera,Tether,0.1,99999999.0,0.031572,0.284148,1e-07,6,4,0.0001,"['market_order', 'limit_order']",NXRAUSDT,KC,,,KC-NXRA_USDT,active
ISLMUSDT,USDT,ISLM,Islamic Coin,Tether,0.1,50000.0,0.06042666666666667,0.54384,1e-06,5,4,0.0001,"['market_order', 'limit_order']",ISLMUSDT,KC,,,KC-ISLM_USDT,active
HIFLUFUSDT,USDT,HIFLUF,hiFLUF,Tether,0.1,99999999.0,0.000597,0.005373,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIFLUFUSDT,KC,,,KC-HIFLUF_USDT,active
SQUADUSDT,USDT,SQUAD,Superpower Squad,Tether,0.1,99999999.0,0.000888333333333333,0.007995,1e-07,6,4,0.0001,"['market_order', 'limit_order']",SQUADUSDT,KC,,,KC-SQUAD_USDT,active
SCLPUSDT,USDT,SCLP,Scallop,Tether,0.1,99999999.0,0.0537,0.4833,1e-05,4,4,0.0001,"['market_order', 'limit_order']",SCLPUSDT,KC,,,KC-SCLP_USDT,active
NRFBUSDT,USDT,NRFB,NuriFootBall,Tether,0.1,99999999.0,0.000288333333333333,0.002595,1e-07,6,4,0.0001,"['market_order', 'limit_order']",NRFBUSDT,KC,,,KC-NRFB_USDT,active
BDXUSDT,USDT,BDX,Beldex,Tether,0.1,99999999.0,0.013253333333333332,0.11928,1e-06,5,4,0.0001,"['market_order', 'limit_order']",BDXUSDT,KC,,,KC-BDX_USDT,active
VRAUSDC,USDC,VRA,Verasity,USD Coin,0.1,99999999.0,0.002706666666666667,0.02436,1e-07,6,4,0.0001,"['market_order', 'limit_order']",VRAUSDC,KC,,,KC-VRA_USDC,active
HAKAUSDT,USDT,HAKA,TribeOne,Tether,0.1,99999999.0,0.002539333333333333,0.022854,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HAKAUSDT,KC,,,KC-HAKA_USDT,active
YLDUSDT,USDT,YLD,Yield App,Tether,0.1,99999999.0,0.025333333333333333,0.228,1e-07,6,4,0.0001,"['market_order', 'limit_order']",YLDUSDT,KC,,,KC-YLD_USDT,active
YGGBTC,BTC,YGG,Yield Guild Games,Bitcoin,0.1,92141578.0,1.78e-06,4.45e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",YGGBTC,B,,,B-YGG_BTC,active
ARXUSDT,USDT,ARX,ARCS,Tether,0.1,99999999.0,0.000548666666666667,0.004938,1e-07,6,4,0.0001,"['market_order', 'limit_order']",ARXUSDT,KC,,,KC-ARX_USDT,active
FLUXBTC,BTC,FLUX,Flux,Bitcoin,0.01,92141578.0,4.142e-06,0.00010355,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FLUXBTC,B,,,B-FLUX_BTC,active
NEXOBTC,BTC,NEXO,Nexo,Bitcoin,0.01,92141578.0,4.392e-06,0.0001098,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NEXOBTC,B,,,B-NEXO_BTC,active
LUNCUSDT,USDT,LUNC,Terra Luna Classic,Tether,0.01,8384883677.0,2.4642e-05,0.00061605,10.0,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LUNCUSDT,B,,,B-LUNC_USDT,active
ARKMUSDT,USDT,ARKM,Arkham,Tether,1.0,92141578.0,0.0001,1000.0,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARKMUSDT,B,,,B-ARKM_USDT,active
ADABNB,BNB,ADA,Cardano,Binance Coin,0.1,9000000.0,0.0002474,0.006185,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ADABNB,B,,,B-ADA_BNB,active
CREAMUSDT,USDT,CREAM,Cream Finance,Tether,0.001,922327.0,0.01,100000.0,10.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CREAMUSDT,B,,,B-CREAM_USDT,active
KASUSDT,USDT,KAS,Kaspa,Tether,0.1,99999999.0,0.028666666666666667,0.258,1e-06,5,4,0.0001,"['market_order', 'limit_order']",KASUSDT,KC,,,KC-KAS_USDT,active
HIODBSUSDT,USDT,HIODBS,hiODBS,Tether,0.1,99999999.0,0.000665666666666667,0.005991,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIODBSUSDT,KC,,,KC-HIODBS_USDT,active
GMXUSDT,USDT,GMX,GMX,Tether,0.001,9222449.0,15.232,380.8,10.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GMXUSDT,B,,,B-GMX_USDT,active
MARSHUSDT,USDT,MARSH,UnMarshal,Tether,0.1,99999999.0,0.03048,0.27432,1e-06,5,4,0.0001,"['market_order', 'limit_order']",MARSHUSDT,KC,,,KC-MARSH_USDT,active
FLRUSDT,USDT,FLR,FLARE,Tether,0.1,99999999.0,0.00396,0.03564,1e-06,5,4,0.0001,"['market_order', 'limit_order']",FLRUSDT,KC,,,KC-FLR_USDT,active
AIPADUSDT,USDT,AIPAD,AIPAD,Tether,0.1,99999999.0,0.042613333333333336,0.38352,1e-06,5,4,0.0001,"['market_order', 'limit_order']",AIPADUSDT,KC,,,KC-AIPAD_USDT,active
STOREUSDT,USDT,STORE,Bit.Store,Tether,0.1,99999999.0,0.006129666666666667,0.055167,1e-07,6,4,0.0001,"['market_order', 'limit_order']",STOREUSDT,KC,,,KC-STORE_USDT,active
GFTUSDT,USDT,GFT,Gifto,Tether,1.0,92141578.0,1e-05,1000.0,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GFTUSDT,B,,,B-GFT_USDT,active
HISEALSUSDT,USDT,HISEALS,hiSEALS,Tether,0.1,99999999.0,0.000311666666666667,0.002805,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HISEALSUSDT,KC,,,KC-HISEALS_USDT,active
HIAZUKIUSDT,USDT,HIAZUKI,hiAZUKI,Tether,0.1,99999999.0,0.004156666666666667,0.03741,1e-06,5,4,0.0001,"['market_order', 'limit_order']",HIAZUKIUSDT,KC,,,KC-HIAZUKI_USDT,active
HIFRIENDSUSDT,USDT,HIFRIENDS,hiFRIENDS,Tether,0.1,99999999.0,0.000297333333333333,0.002676,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIFRIENDSUSDT,KC,,,KC-HIFRIENDS_USDT,active
ASTRAUSDT,USDT,ASTRA,ASTRA Protocol,Tether,0.1,99999999.0,0.001329333333333333,0.011964,1e-07,6,4,0.0001,"['market_order', 'limit_order']",ASTRAUSDT,KC,,,KC-ASTRA_USDT,active
SIDUSUSDT,USDT,SIDUS,SIDUS,Tether,0.1,99999999.0,0.000678,0.006102,1e-07,6,4,0.0001,"['market_order', 'limit_order']",SIDUSUSDT,KC,,,KC-SIDUS_USDT,active
H2OUSDT,USDT,H2O,H2O DAO,Tether,0.1,99999999.0,0.0494,0.4446,1e-05,4,4,0.0001,"['market_order', 'limit_order']",H2OUSDT,KC,,,KC-H2O_USDT,active
UPOUSDT,USDT,UPO,UpOnly,Tether,0.1,99999999.0,0.0407164,0.3664476,1e-08,7,4,0.0001,"['market_order', 'limit_order']",UPOUSDT,KC,,,KC-UPO_USDT,active
XRDUSDT,USDT,XRD,Radix,Tether,0.1,99999999.0,0.015093333333333334,0.13584,1e-06,5,4,0.0001,"['market_order', 'limit_order']",XRDUSDT,KC,,,KC-XRD_USDT,active
DAOUSDT,USDT,DAO,DAO Maker,Tether,0.001,410121.0,0.24916666666666668,2.2425,10.0,4,4,0.0001,['limit_order'],DAOUSDT,H,,,H-DAO_USDT,active
ARKERUSDT,USDT,ARKER,Arker,Tether,0.1,99999999.0,0.000291933333333333,0.0026274,1e-08,7,4,0.0001,"['market_order', 'limit_order']",ARKERUSDT,KC,,,KC-ARKER_USDT,active
HIBAYCUSDT,USDT,HIBAYC,hiBAYC,Tether,0.1,99999999.0,0.01735,0.15615,1e-06,5,4,0.0001,"['market_order', 'limit_order']",HIBAYCUSDT,KC,,,KC-HIBAYC_USDT,active
TRADEUSDT,USDT,TRADE,Polytrade,Tether,0.1,99999999.0,0.051581666666666665,0.464235,1e-07,6,4,0.0001,"['market_order', 'limit_order']",TRADEUSDT,KC,,,KC-TRADE_USDT,active
SLIMUSDT,USDT,SLIM,Solanium,Tether,0.1,99999999.0,0.024266666666666666,0.2184,1e-06,5,4,0.0001,"['market_order', 'limit_order']",SLIMUSDT,KC,,,KC-SLIM_USDT,active
HICOOLCATSUSDT,USDT,HICOOLCATS,hiCOOLCATS,Tether,0.1,99999999.0,0.000764666666666667,0.006882,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HICOOLCATSUSDT,KC,,,KC-HICOOLCATS_USDT,active
ORAIUSDT,USDT,ORAI,Oraichain,Tether,0.1,99999999.0,1.446,13.014,0.0001,3,4,0.0001,"['market_order', 'limit_order']",ORAIUSDT,KC,,,KC-ORAI_USDT,active
HISQUIGGLEUSDT,USDT,HISQUIGGLE,hiSQUIGGLE,Tether,0.1,99999999.0,0.006376666666666667,0.05739,1e-06,5,4,0.0001,"['market_order', 'limit_order']",HISQUIGGLEUSDT,KC,,,KC-HISQUIGGLE_USDT,active
CUSDUSDT,USDT,CUSD,Celo Dollar,Tether,0.01,1004924.0,0.33213333333333334,2.9892,10.0,4,4,0.0001,['limit_order'],CUSDUSDT,H,,,H-CUSD_USDT,active
VTHOUSDT,USDT,VTHO,VeThor Token,Tether,1.0,92141578.0,0.0002786,0.006965,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",VTHOUSDT,B,,,B-VTHO_USDT,active
BARUSDT,USDT,BAR,FC Barcelona Fan Token,Tether,0.01,90000.0,0.88,22.0,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BARUSDT,B,,,B-BAR_USDT,active
OSMOBTC,BTC,OSMO,Osmosis,Bitcoin,0.01,8384883677.0,5.15e-06,0.00012875,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OSMOBTC,B,,,B-OSMO_BTC,active
DYPUSDT,USDT,DYP,DeFi Yield Protocol,Tether,0.1,3581661.0,0.0067,0.0603,10.0,4,4,0.0001,['limit_order'],DYPUSDT,H,,,H-DYP_USDT,active
BSVUSDT,USDT,BSV,Bitcoin SV,Tether,0.001,10000.0,16.408166666666666,147.6735,10.0,4,4,0.0001,['limit_order'],BSVUSDT,H,,,H-BSV_USDT,active
HBARBNB,BNB,HBAR,Hedera Hashgraph,Binance Coin,1.0,9000000.0,3.998e-05,0.0009995,0.05,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HBARBNB,B,,,B-HBAR_BNB,active
FLOWBTC,BTC,FLOW,Flow,Bitcoin,0.01,92141578.0,6.496e-06,0.0001624,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FLOWBTC,B,,,B-FLOW_BTC,active
AURYUSDT,USDT,AURY,Aurory,Tether,0.0001,71000.0,0.26376666666666665,2.3739,10.0,4,4,0.0001,['limit_order'],AURYUSDT,H,,,H-AURY_USDT,active
AKTUSDT,USDT,AKT,Akash Network,Tether,0.01,1415227.0,0.32183333333333336,2.8965,10.0,4,4,0.0001,['limit_order'],AKTUSDT,H,,,H-AKT_USDT,active
PAXGUSDT,USDT,PAXG,PAX Gold,Tether,0.0001,9000.0,405.0,10125.0,10.0,0,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PAXGUSDT,B,,,B-PAXG_USDT,active
CTKBTC,BTC,CTK,Shentu,Bitcoin,0.1,90000000.0,5.256e-06,0.0001314,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CTKBTC,B,,,B-CTK_BTC,active
XLMBNB,BNB,XLM,Stellar Lumens,Binance Coin,1.0,9000000.0,6.5e-05,0.001625,0.05,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XLMBNB,B,,,B-XLM_BNB,active
VGXUSDT,USDT,VGX,Voyager Token,Tether,0.1,92141578.0,0.065,1.625,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",VGXUSDT,B,,,B-VGX_USDT,active
LINKBNB,BNB,LINK,Chainlink,Binance Coin,0.001,92141578.0,0.004516,0.1129,0.05,5,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LINKBNB,B,,,B-LINK_BNB,active
